date_generated,intended_entry_date,ticker,strategy,shares,hold_days,planned_exit_date,rank_score,atr14_pct,qqq_risk_on,tp_enabled,ref_close,entry_limit_rule
2026-01-05,2026-01-06,GILD,TP_v2,2,20,,0.05132312793191762,0.022232775816398515,True,True,118.30000305175781,limit = ref_close * 1.01 (active 9:30-9:35 ET)
2026-01-05,2026-01-06,ABBV,TP_v2,1,20,,0.0426124151396543,0.020587085774495827,True,True,220.17999267578125,limit = ref_close * 1.01 (active 9:30-9:35 ET)
