date,equity
2015-10-16,1.0
2015-10-19,1.0
2015-10-20,1.0
2015-10-21,1.0
2015-10-22,1.0
2015-10-23,1.0
2015-10-26,1.0
2015-10-27,1.0
2015-10-28,1.0
2015-10-29,1.0
2015-10-30,1.005240623610045
2015-11-02,1.0095187146737368
2015-11-03,1.0134759223883667
2015-11-04,1.0156149679202124
2015-11-05,1.0218181550837753
2015-11-06,1.0322954646133926
2015-11-09,1.0226146902881148
2015-11-10,1.0009490612759093
2015-11-11,1.0123088976416896
2015-11-12,1.00970528467589
2015-11-13,1.011510557372315
2015-11-16,1.0303396804979759
2015-11-17,1.0410072326140307
2015-11-18,1.0227122429211173
2015-11-19,1.0278071939350584
2015-11-20,1.0529125712602203
2015-11-23,1.052784600448717
2015-11-24,1.062732679649329
2015-11-25,1.0672445470567165
2015-11-27,1.068094128862648
2015-11-30,1.0648191619521927
2015-12-01,1.0741124471599133
2015-12-02,1.0676100807241198
2015-12-03,1.0508980778528774
2015-12-04,1.0692121036875981
2015-12-07,1.078101588204187
2015-12-08,1.0807182166462472
2015-12-09,1.0676201167762793
2015-12-10,1.0704783309275259
2015-12-11,1.0506193591144894
2015-12-14,1.0525436405518578
2015-12-15,1.0823227253852652
2015-12-16,1.0969975528560605
2015-12-17,1.0921796728367164
2015-12-18,1.066929059682845
2015-12-21,1.0721303015425865
2015-12-22,1.0721264736424279
2015-12-23,1.082887837206337
2015-12-24,1.0821186781907133
2015-12-28,1.080941008433312
2015-12-29,1.0924993329609898
2015-12-30,1.0792131971480292
2015-12-31,1.065653284607303
2016-01-04,1.0405047109922714
2016-01-05,1.018876384057763
2016-01-06,1.059431645115307
2016-01-07,1.0201796959305272
2016-01-08,0.9956565037348925
2016-01-11,1.0286319752839779
2016-01-12,1.0405861747764356
2016-01-13,0.9628356096083379
2016-01-14,0.9687978454526139
2016-01-15,0.931698138414696
2016-01-19,0.9219350484617383
2016-01-20,0.9098332437261899
2016-01-21,0.9120880128510053
2016-01-22,0.9236422892238555
2016-01-25,0.9085559644685528
2016-01-26,0.9154054532329904
2016-01-27,0.9081009984535359
2016-01-28,0.9047081554774594
2016-01-29,0.931177056727691
2016-02-01,0.9324057178887614
2016-02-02,0.892309328148972
2016-02-03,0.8841713766848104
2016-02-04,0.8862205186585591
2016-02-05,0.8540805513800418
2016-02-08,0.8225339016398056
2016-02-09,0.8220563337315091
2016-02-10,0.8283344987766325
2016-02-11,0.8347106170775691
2016-02-12,0.8474104035632717
2016-02-16,0.8641565785794827
2016-02-17,0.8974836914620435
2016-02-18,0.8852597142574351
2016-02-19,0.8857233265948762
