require_down_day,ret5d_max,hold_days,n,win_rate,mean_ret,median_ret,p25_ret,p75_ret,mean_mae,mean_mfe
True,-0.04,5,6356,0.5742605412208936,0.006449505026408841,0.006451372111528797,-0.0191782405402042,0.03188846860610145,-0.03355375202540142,0.03675804169872056
False,-0.04,5,8686,0.5718397421137462,0.005503359923087103,0.006560479335250502,-0.020022098279141948,0.03150734749309325,-0.03424674737565676,0.036450340276052734
True,-0.04,10,6346,0.5814686416640403,0.009973734978317286,0.010999263511311752,-0.026612074324219942,0.04702645196758959,-0.04679012549927993,0.05367942797588206
False,-0.04,10,8668,0.5738347946469774,0.00890277117942549,0.010620163804737626,-0.02746976665882586,0.04658593612374262,-0.047881597112750786,0.053374278795023704
True,-0.04,20,6333,0.5832938575714511,0.016420072503389057,0.015304326742152208,-0.033562135156822714,0.06719455174139899,-0.06509408355556326,0.07788026891271645
False,-0.04,20,8650,0.5794219653179191,0.01608728212967816,0.014962135207208793,-0.03537432267874488,0.06675952660906159,-0.06608578170224434,0.0775126804788672
