date,drawdown
2015-10-16,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,-0.0036854452295176365
2015-10-28,-0.002008750345013799
2015-10-29,-0.008092428618739378
2015-10-30,-0.004407559363490132
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,-0.014798614381101527
2015-11-10,-0.04756064974233565
2015-11-11,-0.022208831381399174
2015-11-12,-0.03622760966382821
2015-11-13,-0.05450060052839234
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,-0.04142313046293433
2015-11-19,-0.028345975845371574
2015-11-20,0.0
2015-11-23,-0.028346162608161918
2015-11-24,0.0
2015-11-25,0.0
2015-11-27,-0.001520295182792064
2015-11-30,-0.013263271169307478
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,-0.03806305388681008
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,-0.0237701856887802
2015-12-10,-0.021140423803022057
2015-12-11,-0.062123600986520366
2015-12-14,-0.059065019815785935
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,-0.028251809093260083
2015-12-18,-0.07904286641913194
2015-12-21,-0.021673411157922762
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,-0.010125512019252492
2015-12-28,-0.021598590932074613
2015-12-29,0.0
2015-12-30,-0.044660912880741366
2015-12-31,-0.08494352010989514
2016-01-04,-0.15151676917182477
2016-01-05,-0.1951367986419198
2016-01-06,-0.10411455747629594
2016-01-07,-0.2571612254920803
2016-01-08,-0.36393034868604723
2016-01-11,-0.24857326995756368
2016-01-12,-0.1883461513927449
2016-01-13,-0.48447296930337025
2016-01-14,-0.462273905364431
2016-01-15,-0.6167685151193625
2016-01-19,-0.5679868980624727
2016-01-20,-0.5871564691345863
2016-01-21,-0.5836515243446025
2016-01-22,-0.5911253746791125
2016-01-25,-0.6196365364824499
2016-01-26,-0.623160215666275
2016-01-27,-0.7435813491196053
2016-01-28,-0.7000186838189889
2016-01-29,-0.677146680295369
2016-02-01,-0.6363309671452295
2016-02-02,-0.7168453539070361
2016-02-03,-0.7269745160193861
2016-02-04,-0.7334870274228503
2016-02-05,-0.8248098736149567
2016-02-08,-0.8831495256666342
2016-02-09,-0.8662848432352613
2016-02-10,-0.850601643107577
2016-02-11,-0.8549812430529671
2016-02-12,-0.833575027502617
2016-02-16,-0.7990705285854405
2016-02-17,-0.7594493651215157
2016-02-18,-0.7696866886000645
2016-02-19,-0.7691433033108404
2016-02-22,-0.7468662936440087
2016-02-23,-0.7545747233335891
2016-02-24,-0.7527719951377401
2016-02-25,-0.7437169651086872
2016-02-26,-0.7408562994094119
2016-02-29,-0.7439690630882485
2016-03-01,-0.7324675836870593
2016-03-02,-0.7313868300471231
2016-03-03,-0.7334123066831313
2016-03-04,-0.7345481807106558
2016-03-07,-0.7363060808716988
2016-03-08,-0.7384211787714643
2016-03-09,-0.7391937851401292
2016-03-10,-0.7377250491878936
2016-03-11,-0.7249528744192146
2016-03-14,-0.7135957154491237
2016-03-15,-0.7230078675980371
2016-03-16,-0.7152853438034849
2016-03-17,-0.7073015236128499
2016-03-18,-0.700168180844136
2016-03-21,-0.7077097752124353
2016-03-22,-0.7077031318352289
2016-03-23,-0.7143983071967595
