ticker,hold_days,entry_date,entry_price,exit_date,exit_price,shares,pnl,ret,strategy,max_positions
NVDA,5,2016-01-15,0.6880000233650208,2016-01-22,0.7112500071525574,28816.942391044817,669.9934433981689,0.033793579938879326,TP_v1,5
NFLX,5,2016-01-21,10.831999778747559,2016-01-27,9.114999771118164,1927.1502883560752,-3308.91705981037,-0.1585118207810674,TP_v1,5
AMZN,5,2016-01-21,28.679000854492188,2016-01-27,29.167499542236328,719.8573552248868,351.6493733903226,0.017033323100153375,TP_v1,5
META,5,2016-01-21,94.91000366210938,2016-01-27,94.44999694824219,217.62885525690862,-100.11073454940924,-0.004846767423009157,TP_v1,5
COST,5,2016-01-21,148.97000122070312,2016-01-27,147.72999572753906,138.43398638745072,-171.65890356103773,-0.008323860394731208,TP_v1,5
ISRG,5,2016-01-29,58.62111282348633,2016-02-04,61.325557708740234,346.67951866745875,937.575651082494,0.04613431501031462,TP_v1,5
AMZN,5,2016-02-03,27.674999237060547,2016-02-09,24.103500366210938,739.2099875272428,-2640.0876357743036,-0.12905145327219714,TP_v1,5
NVDA,5,2016-02-08,0.6507499814033508,2016-02-12,0.6432499885559082,30774.970053617482,-230.81205528238934,-0.011525152611251421,TP_v1,5
MSFT,5,2016-02-08,49.54999923706055,2016-02-12,50.5,401.6583874213655,381.57577449132805,0.019172568669363566,TP_v1,5
GOOG,5,2016-02-08,33.39250183105469,2016-02-12,34.119998931884766,595.6704443741929,433.3485213323911,0.021786241249929672,TP_v1,5
GOOGL,5,2016-02-08,34.38399887084961,2016-02-12,35.34450149536133,581.0732403219233,558.1223723627336,0.027934581667463432,TP_v1,5
META,5,2016-02-09,97.13999938964844,2016-02-16,101.61000061035156,206.0540003117626,921.0616329243421,0.04601607215142178,TP_v1,5
NVDA,5,2016-02-12,0.6424999833106995,2016-02-19,0.7609999775886536,31768.686292185434,3764.589143842095,0.1844357935502856,TP_v1,5
ISRG,5,2016-02-12,58.127777099609375,2016-02-19,60.704444885253906,351.22873723206067,904.9997726184592,0.04432765046612874,TP_v1,5
MSFT,5,2016-02-12,50.25,2016-02-19,51.81999969482422,407.5542533572662,639.8600533952231,0.03124377502137743,TP_v1,5
SBUX,5,2016-03-09,57.779998779296875,2016-03-15,59.08000183105469,371.3531719783228,482.76025685176137,0.02249918794085559,TP_v1,5
AMD,5,2016-03-29,2.740000009536743,2016-04-04,2.8299999237060547,7866.181678813179,707.9556759333973,0.0328466838890733,TP_v1,5
AMD,5,2016-04-08,2.700000047683716,2016-04-14,2.7200000286102295,8035.158750743082,160.70302175637335,0.007407400212333881,TP_v1,5
META,5,2016-04-11,110.69999694824219,2016-04-15,109.63999938964844,196.85050970141327,-208.66105969143246,-0.0095754072973403,TP_v1,5
COST,5,2016-04-11,151.33999633789062,2016-04-15,153.1699981689453,143.5445256416588,262.68674476211527,0.012091990718493983,TP_v1,5
VZ,5,2016-04-12,51.65999984741211,2016-04-18,51.72999954223633,422.8536229035518,29.599624558562937,0.0013550076467474526,TP_v1,5
AMD,5,2016-04-20,2.619999885559082,2016-04-26,3.6600000858306885,8299.158635951528,8631.126643475422,0.39694665866356726,TP_v1,5
KO,5,2016-04-22,43.790000915527344,2016-04-28,44.630001068115234,548.4759955770193,460.7199199754905,0.019182464832742996,TP_v1,5
AVGO,5,2016-04-22,15.039999961853027,2016-04-28,14.798999786376953,1602.39599793388,-386.1777166842221,-0.016023947878147538,TP_v1,5
EXC,5,2016-04-22,23.944364547729492,2016-04-28,25.078458786010742,1006.4076812373456,1141.361152653266,0.04736372251686216,TP_v1,5
SPG,5,2016-04-22,199.7899932861328,2016-04-28,203.66000366210938,73.87550278925583,285.89896232490537,0.01937039144114716,TP_v1,5
DUK,5,2016-04-26,76.97000122070312,2016-05-02,78.94000244140625,308.8858181340157,608.5054387818927,0.025594402877224365,TP_v1,5
MSFT,5,2016-04-28,50.619998931884766,2016-05-04,49.869998931884766,471.256724311686,-353.4425432337666,-0.014816278463561705,TP_v1,5
GOOGL,5,2016-04-28,36.16450119018555,2016-05-04,35.56850051879883,657.7487141988579,-392.0186752662703,-0.016480267991321407,TP_v1,5
GOOG,5,2016-04-28,35.41299819946289,2016-05-04,34.78499984741211,668.320882073527,-419.70441258330175,-0.017733555021622105,TP_v1,5
AMZN,5,2016-04-28,30.777000427246094,2016-05-04,33.54499816894531,765.2476658472373,2118.2038109057503,0.08993721620930861,TP_v1,5
AMD,5,2016-05-02,3.5799999237060547,2016-05-06,3.680000066757202,6784.443104607537,678.4452809831237,0.0279330014475605,TP_v1,5
AVGO,5,2016-05-04,14.25100040435791,2016-05-10,14.461000442504883,1691.7989091954998,355.27783546806313,0.01473581027215154,TP_v1,5
NVDA,5,2016-05-05,0.8762500286102295,2016-05-11,0.9014999866485596,27610.394545352956,697.1613036919007,0.028815928346818565,TP_v1,5
TXN,5,2016-05-05,56.529998779296875,2016-05-11,57.630001068115234,427.782861980021,470.56212729529216,0.01945873540724752,TP_v1,5
BLK,5,2016-05-05,352.4200134277344,2016-05-11,353.82000732421875,67.07660930154447,93.90684361902822,0.0039725153031680005,TP_v1,5
EMR,5,2016-05-10,52.77000045776367,2016-05-16,52.810001373291016,466.425539579484,18.65744860851555,0.0007580237858697547,TP_v1,5
SPG,5,2016-05-16,196.52999877929688,2016-05-20,195.1300048828125,124.89437497019105,-174.85136266349946,-0.00712356335002351,TP_v1,5
TJX,5,2016-05-16,36.560001373291016,2016-05-20,37.720001220703125,673.3227675589866,781.0543076275244,0.031728659842435114,TP_v1,5
CHTR,5,2016-05-17,203.60000610351562,2016-05-23,225.0,121.24422085452792,2594.6255862709004,0.10510802188092305,TP_v1,5
HD,5,2016-05-18,131.02999877929688,2016-05-24,133.36000061035156,191.97628362266838,447.305092359893,0.01778220142533371,TP_v1,5
DUK,5,2016-05-19,76.16999816894531,2016-05-25,76.94999694824219,311.4783824433505,242.95275808318183,0.010240236287873294,TP_v1,5
EMR,5,2016-05-20,50.45000076293945,2016-05-26,52.02000045776367,504.7671900868385,792.4843343936154,0.031119914193887155,TP_v1,5
PYPL,5,2016-05-20,37.790000915527344,2016-05-26,38.06999969482422,643.1031992128873,180.0681107415221,0.007409335075772017,TP_v1,5
MCD,5,2016-05-23,122.76000213623047,2016-05-27,123.25,205.76431476876004,100.82407467669327,0.003991510713935664,TP_v1,5
VZ,5,2016-05-24,49.36000061035156,2016-05-31,50.900001525878906,518.5007917557276,798.4916940054754,0.031199369863953885,TP_v1,5
AMD,5,2016-06-06,4.199999809265137,2016-06-10,4.320000171661377,6118.591296800103,734.2331729704929,0.02857151615376763,TP_v1,5
PYPL,5,2016-06-13,36.5,2016-06-17,36.970001220703125,708.0802442226262,332.7985791404026,0.01287674577268838,TP_v1,5
BLK,5,2016-06-14,343.0799865722656,2016-06-20,348.42999267578125,75.60451352440153,404.48460880887797,0.015594048947500161,TP_v1,5
META,5,2016-06-14,114.06999969482422,2016-06-20,113.37000274658203,226.95404678147253,-158.8671401382453,-0.006136556063074616,TP_v1,5
LOW,5,2016-06-15,76.4800033569336,2016-06-21,78.33000183105469,338.1767463724509,625.626464772271,0.02418930953084719,TP_v1,5
TMUS,5,2016-06-16,41.45000076293945,2016-06-22,42.70000076293945,619.7566454525612,774.6958068157,0.030156814885215377,TP_v1,5
TMO,5,2016-06-17,147.11000061035156,2016-06-23,152.13999938964844,176.85106275219917,889.5606297609156,0.03419209270904555,TP_v1,5
AMD,5,2016-06-27,4.880000114440918,2016-07-01,5.070000171661377,5413.645099265435,1028.5928786316872,0.0389344370419602,TP_v1,5
ACN,5,2016-06-27,110.33999633789062,2016-07-01,113.5199966430664,237.85891409074327,756.3914193973433,0.02882001459776906,TP_v1,5
AVGO,5,2016-06-27,14.649999618530273,2016-07-01,15.42199993133545,1788.082064000936,1380.399912730045,0.05269626845782982,TP_v1,5
CSCO,5,2016-06-27,27.479999542236328,2016-07-01,28.799999237060547,949.5184201638789,1253.3640248462943,0.048034924192607686,TP_v1,5
ADBE,5,2016-06-28,91.37000274658203,2016-07-05,94.7300033569336,294.021228570342,987.9115074526671,0.03677356363521889,TP_v1,5
PYPL,5,2016-07-25,37.70000076293945,2016-07-29,37.2400016784668,729.440851354118,-335.5421237998489,-0.012201566980466816,TP_v1,5
GE,5,2016-07-27,150.91384887695312,2016-08-02,148.80517578125,181.75862985236427,-383.26953268154466,-0.01397269443059812,TP_v1,5
HON,5,2016-07-28,103.33411407470703,2016-08-03,104.24165344238281,265.04396659005147,240.53783384541748,0.00878257268475413,TP_v1,5
PYPL,5,2016-07-29,37.40999984741211,2016-08-04,37.29999923706055,733.3650790445557,-80.67060630542255,-0.002940406597172762,TP_v1,5
XOM,5,2016-08-01,88.08000183105469,2016-08-05,87.55999755859375,310.67392977302757,-161.5517708242005,-0.005903772271239838,TP_v1,5
MDLZ,5,2016-08-02,43.619998931884766,2016-08-08,43.41999816894531,623.2317172409099,-124.64681893624584,-0.004585070330968333,TP_v1,5
AMD,5,2016-08-03,6.179999828338623,2016-08-09,6.599999904632568,4398.228544498773,1847.2563242476936,0.06796117928159462,TP_v1,5
EMR,5,2016-08-03,52.560001373291016,2016-08-09,54.33000183105469,519.1516122697578,918.8985913662182,0.033675806916228845,TP_v1,5
PFE,5,2016-08-04,33.68121337890625,2016-08-10,33.330169677734375,816.9285385653168,-286.77761777089836,-0.010422537253118258,TP_v1,5
EXC,5,2016-08-12,25.035663604736328,2016-08-18,24.757488250732422,1111.4851176995894,-309.1877660861537,-0.011111163594292761,TP_v1,5
DUK,5,2016-08-17,80.44999694824219,2016-08-23,81.44999694824219,344.86412395958286,344.8641239595818,0.012430081267042814,TP_v1,5
SPG,5,2016-08-17,211.57000732421875,2016-08-23,211.97000122070312,131.53964852437736,52.61505655544897,0.0018905983014474437,TP_v1,5
LOW,5,2016-08-18,76.87999725341797,2016-08-24,76.95999908447266,364.1880043701384,29.135707197761803,0.0010406065805514952,TP_v1,5
CRM,5,2016-08-18,76.37000274658203,2016-08-24,77.81999969482422,366.1908481317299,530.9756122652288,0.018986472385678743,TP_v1,5
TJX,5,2016-08-19,38.94499969482422,2016-08-25,39.400001525878906,700.6218773804936,318.7842370850958,0.011683190001800403,TP_v1,5
T,5,2016-08-23,30.95921516418457,2016-08-29,30.966766357421875,906.0924301245283,6.842079030731838,0.00024390777341287695,TP_v1,5
WMT,5,2016-08-26,23.803333282470703,2016-09-01,24.280000686645508,1175.3721358319826,560.2615849264294,0.020025237579891053,TP_v1,5
LMT,5,2016-08-31,239.0,2016-09-07,241.3699951171875,117.25491262123498,277.89357037857553,0.009916297561453957,TP_v1,5
AMD,5,2016-09-08,6.639999866485596,2016-09-14,6.039999961853027,4245.362186186329,-2547.2169068425064,-0.09036143323751822,TP_v1,5
AVGO,5,2016-09-08,16.839000701904297,2016-09-14,16.961000442504883,1653.3691798351558,201.71061105689296,0.00724507010601827,TP_v1,5
NVDA,5,2016-09-12,1.468250036239624,2016-09-16,1.5709999799728394,18706.323453315294,1922.0736822834733,0.06998123017001312,TP_v1,5
DHR,5,2016-09-12,68.06737518310547,2016-09-16,67.8812026977539,406.281181942848,-75.63837739386872,-0.002735120677868741,TP_v1,5
QCOM,5,2016-09-12,60.22999954223633,2016-09-16,62.9900016784668,460.8584572237643,1271.9703264374657,0.045824375846043486,TP_v1,5
AMD,5,2016-09-14,5.75,2016-09-20,6.170000076293945,4865.718753907481,2043.6022478660234,0.07304349152938183,TP_v1,5
AMT,5,2016-09-14,108.52999877929688,2016-09-20,108.6500015258789,255.64428758509655,30.67801665821753,0.0011057103835969695,TP_v1,5
AMGN,5,2016-09-30,166.3800048828125,2016-10-06,166.89999389648438,172.8491370686587,89.87965229836846,0.0031253095228487293,TP_v1,5
BLK,5,2016-09-30,359.95001220703125,2016-10-06,356.79998779296875,79.93750261498735,-251.80508483639642,-0.008751282976066976,TP_v1,5
PM,5,2016-10-03,97.3499984741211,2016-10-07,96.0199966430664,295.7755098275344,-393.381969651753,-0.013662063193645047,TP_v1,5
SO,5,2016-10-03,51.209999084472656,2016-10-07,49.15999984741211,562.3488924882548,-1152.8148005627663,-0.040031229715099204,TP_v1,5
NEE,5,2016-10-04,30.28499984741211,2016-10-10,30.69499969482422,941.3369152151479,385.9479916015953,0.013538050172621885,TP_v1,5
AMT,5,2016-10-06,107.1500015258789,2016-10-12,111.54000091552734,263.91531145667904,1158.588056213699,0.040970595680189126,TP_v1,5
ACN,5,2016-10-10,116.37999725341797,2016-10-14,118.25,245.87172555543762,459.7808020955308,0.01606807690938572,TP_v1,5
AMD,5,2016-10-12,6.639999866485596,2016-10-18,6.730000019073486,4335.37651737675,390.18454808986644,0.013554240120116967,TP_v1,5
TXN,5,2016-10-14,68.2699966430664,2016-10-20,69.75,423.51338830761193,626.8012364015885,0.021678679210597407,TP_v1,5
CHTR,5,2016-10-14,257.9200134277344,2016-10-20,258.1199951171875,112.17389416988,22.43272486863134,0.0007753632096842988,TP_v1,5
CSCO,5,2016-10-14,30.350000381469727,2016-10-20,30.15999984741211,953.0309082887047,-181.07638154826782,-0.006260314058303074,TP_v1,5
TMO,5,2016-10-14,152.88999938964844,2016-10-20,151.66000366210938,186.62344360768464,-229.5460382960773,-0.008044971760411523,TP_v1,5
INTC,5,2016-10-20,35.40999984741211,2016-10-26,34.91999816894531,817.3860079506177,-400.5205158510762,-0.01383794635917257,TP_v1,5
ISRG,5,2016-10-20,75.77666473388672,2016-10-26,73.96888732910156,382.002931078188,-690.5762673648496,-0.023856650475891583,TP_v1,5
PG,5,2016-10-24,84.38999938964844,2016-10-28,86.83999633789062,342.98695289496163,840.3169878795416,0.02903183986209057,TP_v1,5
INTC,5,2016-10-26,35.040000915527344,2016-11-01,34.52000045776367,825.6819804912428,-429.3550078226617,-0.014840195324687944,TP_v1,5
ISRG,5,2016-10-26,75.1866683959961,2016-11-01,74.413330078125,384.5373275349807,-297.3774500345462,-0.010285577674462809,TP_v1,5
CHTR,5,2016-10-27,249.0399932861328,2016-11-02,252.91000366210938,115.33381365627274,446.34305555072206,0.015539714424623208,TP_v1,5
CAT,5,2016-10-27,84.27999877929688,2016-11-02,81.11000061035156,333.5989190835546,-1057.507962657004,-0.0376126983253352,TP_v1,5
AMZN,5,2016-10-31,39.05149841308594,2016-11-04,37.752498626708984,737.2571645457222,-957.6968992497714,-0.03326376295823941,TP_v1,5
PYPL,5,2016-11-01,41.68000030517578,2016-11-07,41.279998779296875,687.5370721962497,-275.01587797681714,-0.009596965521836531,TP_v1,5
AAPL,5,2016-11-02,27.850000381469727,2016-11-08,27.764999389648438,1022.1354193509518,-86.88252442049998,-0.003052100203124075,TP_v1,5
AMD,5,2016-11-02,7.03000020980835,2016-11-08,7.0,4050.6658592200165,-121.52082564012017,-0.004267455037411327,TP_v1,5
NVDA,5,2016-11-03,1.7269999980926514,2016-11-09,1.7489999532699585,16275.464222837061,358.0594833922805,0.012738827563175681,TP_v1,5
META,5,2016-11-04,119.58999633789062,2016-11-10,120.80000305175781,231.5631127860085,280.19292115505596,0.01011795928522674,TP_v1,5
AIG,5,2016-11-07,58.20000076293945,2016-11-11,63.31999969482422,490.873398197897,2513.2712744638775,0.08797248908534505,TP_v1,5
AMD,5,2016-11-11,6.639999866485596,2016-11-17,8.460000038146973,4362.64835505563,7940.020755099467,0.27409641690620434,TP_v1,5
NFLX,5,2016-11-11,11.489999771118164,2016-11-17,11.503000259399414,2524.944449345456,32.825510724524065,0.001131461143622392,TP_v1,5
AMZN,5,2016-11-15,36.5,2016-11-21,39.0,799.7196135614346,1999.2990339035896,0.06849315068493156,TP_v1,5
AVGO,5,2016-11-15,16.482999801635742,2016-11-21,17.257999420166016,1777.3250575902757,1377.42624163676,0.047018117324333364,TP_v1,5
PYPL,5,2016-11-15,39.040000915527344,2016-11-21,40.630001068115234,726.8163858399379,1155.638164388878,0.04072746196979482,TP_v1,5
CSCO,5,2016-11-22,30.079999923706055,2016-11-29,29.829999923706055,1046.1777432201018,-261.5444358050263,-0.008311170233846088,TP_v1,5
COP,5,2016-11-30,46.29999923706055,2016-12-06,49.900001525878906,678.5468264961721,2442.7701284566538,0.07775383041338713,TP_v1,5
AMZN,5,2016-12-01,37.62049865722656,2016-12-07,38.520999908447266,842.02179477414,758.2416797492151,0.02393645175800252,TP_v1,5
NOW,5,2016-12-02,14.569999694824219,2016-12-08,16.02199935913086,2166.237276684586,3145.375798554549,0.09965680814821454,TP_v1,5
AVGO,5,2016-12-02,16.35700035095215,2016-12-08,17.070999145507812,1949.229420993862,1391.7474569020487,0.04365096162109583,TP_v1,5
NVDA,5,2016-12-02,2.15625,2016-12-08,2.3369998931884766,14165.318313359003,2560.37977212041,0.08382603742074268,TP_v1,5
TXN,5,2016-12-06,71.11000061035156,2016-12-12,71.7300033569336,466.1337113645193,289.0041813204807,0.008718924782174398,TP_v1,5
LMT,5,2016-12-13,254.6699981689453,2016-12-19,252.17999267578125,131.6771570801876,-327.8768444538946,-0.009777380575124561,TP_v1,5
WFC,5,2016-12-15,55.16999816894531,2016-12-21,55.709999084472656,605.9154235120175,327.19488342862314,0.009787945141374044,TP_v1,5
MET,5,2016-12-19,48.360069274902344,2016-12-23,48.5115852355957,692.1972199291615,104.87892676683987,0.00313307989349787,TP_v1,5
LIN,5,2016-12-21,118.68000030517578,2016-12-28,117.4800033569336,282.8915454333087,-339.468991203481,-0.010111197717867282,TP_v1,5
ACN,5,2016-12-22,118.05999755859375,2016-12-29,117.01000213623047,283.50635166975246,-297.68037146415736,-0.008893744232394751,TP_v1,5
NOW,5,2016-12-23,14.920000076293945,2016-12-30,14.868000030517578,2242.6610982012703,-116.61847976734134,-0.003485257741988157,TP_v1,5
MET,5,2016-12-23,48.52941131591797,2016-12-30,48.030303955078125,692.1140432950341,-345.43921354917984,-0.010284636621506582,TP_v1,5
TGT,5,2016-12-23,73.9800033569336,2016-12-30,72.2300033569336,453.97969754666775,-794.4644707066691,-0.02365504082984049,TP_v1,5
ACN,5,2016-12-29,116.9800033569336,2017-01-05,114.98999786376953,284.2747137423928,-565.7082419150029,-0.017011501419538222,TP_v1,5
FDX,5,2016-12-29,188.85000610351562,2017-01-05,188.41000366210938,176.06505657274982,-77.46905473833613,-0.0023299043006917985,TP_v1,5
NVDA,5,2017-01-04,2.5850000381469727,2017-01-10,2.661750078201294,12826.982844231336,984.4714470708495,0.029690537300470776,TP_v1,5
AMD,5,2017-01-05,11.430000305175781,2017-01-11,11.199999809265137,2881.9970174095274,-662.8607432171884,-0.02012252753890953,TP_v1,5
T,5,2017-01-10,30.709970474243164,2017-01-17,31.049848556518555,1082.721615592216,367.9933463455891,0.011067352948465059,TP_v1,5
AMD,5,2017-01-13,10.789999961853027,2017-01-20,9.75,3073.315942400737,-3196.2484628590682,-0.09638553897403557,TP_v1,5
NVDA,5,2017-01-18,2.50600004196167,2017-01-24,2.6832499504089355,13019.260908613698,2307.662804102838,0.07073020968847077,TP_v1,5
C,5,2017-01-19,57.529998779296875,2017-01-25,57.689998626708984,571.5092980398008,91.44140048096597,0.0027811550635681304,TP_v1,5
AMD,5,2017-01-20,9.880000114440918,2017-01-26,10.520000457763672,3302.5775569752236,2113.650770314165,0.06477736193416739,TP_v1,5
BK,5,2017-01-20,44.689998626708984,2017-01-26,44.970001220703125,728.2076649996621,203.9000351663235,0.006265441991461618,TP_v1,5
GS,5,2017-01-20,231.6199951171875,2017-01-26,239.5800018310547,138.38851298004388,1101.5734924432436,0.03436666471666161,TP_v1,5
MS,5,2017-01-24,42.08000183105469,2017-01-30,43.119998931884766,792.1996499048012,823.8853391796001,0.024714758925285185,TP_v1,5
COP,5,2017-01-31,47.810001373291016,2017-02-06,50.09000015258789,708.5292594388491,1615.4458466166907,0.04768874113797028,TP_v1,5
PYPL,5,2017-01-31,39.70000076293945,2017-02-06,39.7400016784668,856.660058943323,34.26718665343651,0.0010075797168418443,TP_v1,5
CVX,5,2017-02-01,111.19999694824219,2017-02-07,111.38999938964844,304.9077631336984,57.9332193991213,0.001708655095509437,TP_v1,5
GM,5,2017-02-02,36.08000183105469,2017-02-08,35.13999938964844,943.4732743820102,-886.8671813206383,-0.026053281421875463,TP_v1,5
GOOGL,5,2017-02-02,40.75,2017-02-08,41.49399948120117,823.1527527927998,612.4252210271588,0.01825765598039686,TP_v1,5
CAT,5,2017-02-06,92.80999755859375,2017-02-10,96.30999755859375,371.82727992798965,1301.39547974796,0.03771145449918101,TP_v1,5
SCHW,5,2017-02-07,39.93000030517578,2017-02-13,40.720001220703125,856.1409852034649,676.3521621312175,0.019784645867506834,TP_v1,5
MET,5,2017-02-08,45.90909194946289,2017-02-14,48.02138900756836,742.444669964784,1568.2636921727026,0.04601042992596538,TP_v1,5
GM,5,2017-02-08,35.20000076293945,2017-02-14,37.2400016784668,967.8715509894569,1974.4588501313629,0.05795457020771355,TP_v1,5
NVDA,5,2017-02-14,2.6997499465942383,2017-02-21,2.776750087738037,13062.5133659463,1005.8153728706238,0.028521212211129132,TP_v1,5
AIG,5,2017-02-16,60.79999923706055,2017-02-23,64.0199966430664,579.2300870597682,1865.1193778130037,0.05296048431597855,TP_v1,5
NVDA,5,2017-02-21,2.705749988555908,2017-02-27,2.6102499961853027,13219.640086524234,-1262.475527405215,-0.0352952019863354,TP_v1,5
COP,5,2017-02-21,48.130001068115234,2017-02-27,47.36000061035156,747.0758231107866,-575.2487257794783,-0.015998346990974355,TP_v1,5
TSLA,5,2017-02-24,16.8439998626709,2017-03-02,16.698667526245117,2091.507931609973,-303.9637343539289,-0.008628136880234782,TP_v1,5
EMR,5,2017-02-24,60.220001220703125,2017-03-02,60.310001373291016,587.0207106077683,52.83195352694747,0.0014945225965381503,TP_v1,5
NOW,5,2017-02-28,17.444000244140625,2017-03-06,17.25200080871582,2028.411779129426,-389.45391640187154,-0.011006617331898783,TP_v1,5
NVDA,5,2017-03-01,2.594749927520752,2017-03-07,2.4684998989105225,13724.453609165928,-1732.7126608169638,-0.0486559522639084,TP_v1,5
AMD,5,2017-03-06,13.0,2017-03-10,13.90999984741211,2686.467444367943,2444.6849644524264,0.06999998826247,TP_v1,5
COST,5,2017-03-06,169.41000366210938,2017-03-10,165.3699951171875,206.27806941992344,-833.365163086477,-0.02384752055716688,TP_v1,5
NVDA,5,2017-03-07,2.4417500495910645,2017-03-13,2.546250104904175,14303.241559151842,1494.6895340881456,0.04279719594174325,TP_v1,5
COP,5,2017-03-09,45.61000061035156,2017-03-15,45.84000015258789,769.2799198823285,176.93402942453395,0.005042743678107531,TP_v1,5
CAT,5,2017-03-09,92.44999694824219,2017-03-15,93.36000061035156,379.7303237905551,345.55598526338144,0.009843198400740105,TP_v1,5
COST,5,2017-03-10,166.49000549316406,2017-03-16,167.05999755859375,212.75789362062886,121.2703112212912,0.0034235812758927064,TP_v1,5
CAT,5,2017-03-15,92.37000274658203,2017-03-21,92.43000030517578,386.763322044491,23.204855076277454,0.0006495350959159207,TP_v1,5
AMGN,5,2017-03-20,169.6300048828125,2017-03-24,165.74000549316406,212.11951639013049,-825.1447892901269,-0.022932260081792832,TP_v1,5
COF,5,2017-03-20,88.11000061035156,2017-03-24,83.80000305175781,408.1862337473115,-1759.2816709024846,-0.04891609952034648,TP_v1,5
BAC,5,2017-03-22,22.649999618530273,2017-03-28,23.479999542236328,1558.4088394697137,1293.479217862703,0.036644588860258454,TP_v1,5
MS,5,2017-03-22,42.15999984741211,2017-03-28,42.4900016784668,839.3820622776371,276.99761750608013,0.007827367937595975,TP_v1,5
GM,5,2017-03-22,34.310001373291016,2017-03-28,35.560001373291016,1031.67414436899,1289.592680461239,0.03643252550182274,TP_v1,5
