date,year,ticker,entry_open,exit_close,ret_gross_pre,mae,mfe,ret1d,ret5d,atr14_pct,dd_from_52w_high,sma200_slope20,hold_days,ret,net_ret
2018-03-23,2018,AAPL,42.01750183105469,41.66999816894531,-0.008270450335353785,-0.021419681957715153,0.04212522320301826,-0.023156668763827604,-0.0734748989840246,0.020961604828053666,-0.09233985618851703,0.01388921074560967,5,-0.008270450335353785,-0.009218046868406438
2018-04-20,2018,AAPL,41.70750045776367,40.58000183105469,-0.02703347393955624,-0.03716356099139051,0.0005394493610433315,-0.04097223209500789,-0.051565241956998964,0.0238335709288929,-0.08804754508320545,0.015345367569127522,5,-0.02703347393955624,-0.02797911722248314
2018-10-10,2018,AAPL,53.630001068115234,55.29750061035156,0.03109266285709089,-0.010255439606685735,0.039483502946165316,-0.04632606661540717,-0.06769511879197365,0.0231869885932716,-0.06769511879197365,0.02777684707048156,5,0.03109266285709089,0.030335498785359016
2018-10-11,2018,AAPL,55.10499954223633,54.005001068115234,-0.019961863410922986,-0.03366299895918745,0.01165959234900682,-0.008827896361255583,-0.05938860572257787,0.02411403689389668,-0.07592540966037076,0.027507700662314782,5,-0.019961863410922986,-0.020680244600231545
2020-02-24,2020,AAPL,75.23750305175781,74.70249938964844,-0.007110864135686845,-0.14813096953515326,0.005249996704365323,-0.047500385551912494,-0.08238196191909775,0.027232390181341742,-0.0886919879235456,0.0500238498556238,5,-0.007110864135686845,-0.007640482859415543
2021-01-06,2021,AAPL,128.36000061035156,130.88999938964844,0.01971018048665263,-0.011685883397222652,0.03326584802241417,-0.0336615236823381,-0.061318283847201616,0.028658067055068008,-0.07381669315289063,0.06408664046892754,5,0.01971018048665263,0.019395534876606613
2021-01-29,2021,AAPL,133.75,136.75999450683594,0.022504631826810728,-0.021084166910046775,0.02743923864632003,-0.037420597863168426,-0.05112533426259025,0.03273183217876586,-0.07823412029715204,0.06935921682275503,5,0.022504631826810728,0.022202246444164686
2021-02-03,2021,AAPL,136.3000030517578,135.38999938964844,-0.0066764757280586284,-0.013939905449245948,0.01159208947673096,-0.007778376242906226,-0.05715891353467284,0.03009223080849695,-0.06440347153430126,0.06757009728327601,5,-0.0066764757280586284,-0.006968923421669104
2021-02-18,2021,AAPL,130.24000549316406,120.98999786376953,-0.07102278285668562,-0.09098591526194,0.0036087315792365793,-0.008636423537534132,-0.041952822966151326,0.025836241850425684,-0.09395080053216043,0.06348517463357717,5,-0.07102278285668562,-0.07131895622315221
2021-09-20,2021,AAPL,143.92999267578125,145.3699951171875,0.010004880946878236,-0.007989953136973149,0.024595349996967997,-0.02136105141269684,-0.044199267639358775,0.02105068430629002,-0.08775288650047586,0.024664646970827597,5,0.010004880946878236,0.009725616621318434
2021-12-17,2021,AAPL,168.27999877929688,180.3300018310547,0.07160686438773789,-0.0048727838803060974,0.07214166554380785,-0.006501771466984829,-0.04630815101652275,0.029316874591525134,-0.04630815101652275,0.02837795061927184,5,0.07160686438773789,0.07136068412874619
2022-01-19,2022,AAPL,166.97999572753906,159.69000244140625,-0.04365788401401016,-0.07354173609714376,0.016169583287376277,-0.021024777738847034,-0.05054835510029032,0.024083742612606155,-0.08669852895745356,0.03736513271181363,5,-0.04365788401401016,-0.04389217648898469
2022-01-20,2022,AAPL,164.4199981689453,159.22000122070312,-0.03162630462323124,-0.05911690383742496,0.01161661405777914,-0.010347117036099251,-0.06278131572436785,0.02498533633745081,-0.09614856616757239,0.03675850811434378,5,-0.03162630462323124,-0.031865707897044904
2022-04-11,2022,AAPL,168.02000427246094,167.39999389648438,-0.003690098560949706,-0.02648492343224851,0.01934293487297989,-0.025515882364234077,-0.07111635433637264,0.024882112230321468,-0.08933572329856454,0.027040310236367215,5,-0.003690098560949706,-0.003927697924277829
2023-09-07,2023,AAPL,178.35000610351562,175.74000549316406,-0.014634149262864105,-0.026745187043573093,0.010933540126207841,-0.029249390390909014,-0.05377029931296817,0.021879976458749728,-0.096156781283256,0.02097418419153163,5,-0.014634149262864105,-0.014856761336957458
2024-07-22,2024,AAPL,224.3699951171875,218.24000549316406,-0.027320897434711666,-0.043455008299606246,0.01145432713886918,-0.0015602998017738567,-0.04453919562484154,0.023188098837369515,-0.04624819125977209,0.026004215678750775,5,-0.027320897434711666,-0.027496723375751153
