date,equity
2015-10-16,1.0
2015-10-19,1.0
2015-10-20,1.0
2015-10-21,1.0
2015-10-22,1.0
2015-10-23,1.0030162636050441
2015-10-26,1.0045728125456597
2015-10-27,1.0008705144659602
2015-10-28,1.002554876561867
2015-10-29,0.9964433787678076
2015-10-30,1.0001450982394164
2015-11-02,1.0078681621669796
2015-11-03,1.014412150832343
2015-11-04,1.015667403580613
2015-11-05,1.0225839509063759
2015-11-06,1.0390692314342747
2015-11-09,1.0236924465630113
2015-11-10,0.9896504236599912
2015-11-11,1.0159927180797508
2015-11-12,1.0014262369041798
2015-11-13,0.9824393343305317
2015-11-16,1.0452372929200058
2015-11-17,1.0728966219004947
2015-11-18,1.028453885158269
2015-11-19,1.0424843201715226
2015-11-20,1.1609208124737376
2015-11-23,1.1280131623481575
2015-11-24,1.1725593406135006
2015-11-25,1.185945250154567
2015-11-27,1.184142263303702
2015-11-30,1.170215736709815
2015-12-01,1.2050216188442706
2015-12-02,1.2369032234754995
2015-12-03,1.1898229094275825
2015-12-04,1.2493845430596282
2015-12-07,1.2518506930725755
2015-12-08,1.2543842067830093
2015-12-09,1.2245672612627039
2015-12-10,1.2278659930397988
2015-12-11,1.1764573428370289
2015-12-14,1.180293978752762
2015-12-15,1.2700715920535957
2015-12-16,1.3210795766840602
2015-12-17,1.2837566886865772
2015-12-18,1.2166576601751786
2015-12-21,1.292447275846252
2015-12-22,1.3352975040582864
2015-12-23,1.445119300888434
2015-12-24,1.4304867280380344
2015-12-28,1.413906760260499
2015-12-29,1.4749566385241564
2015-12-30,1.409083728588158
2015-12-31,1.3496686296384564
2016-01-04,1.2514759739864412
2016-01-05,1.1871383219469052
2016-01-06,1.3213921808074889
2016-01-07,1.095654981813605
2016-01-08,0.93817515476926
2016-01-11,1.1083218438405906
2016-01-12,1.1971542321869515
2016-01-13,0.7603800162646406
2016-01-14,0.7931226729904013
2016-01-15,0.5652498227161662
2016-01-19,0.637200592632169
2016-01-20,0.6089263065216943
2016-01-21,0.6140959481073417
2016-01-22,0.6030723429411202
2016-01-25,0.5610196155672514
2016-01-26,0.5558223415630391
2016-01-27,0.37820639135744627
2016-01-28,0.4424594337343963
2016-01-29,0.4761946471679073
2016-02-01,0.5363960542348032
2016-02-02,0.4176408249837753
2016-02-03,0.4027007500834772
2016-02-04,0.39309507815547334
2016-02-05,0.2583978399155055
2016-02-08,0.17234938283269455
2016-02-09,0.19722405814144953
2016-02-10,0.22035609828308042
2016-02-11,0.21389637826954735
2016-02-12,0.2454696180012151
2016-02-16,0.29636225773805425
2016-02-17,0.3548017558152209
2016-02-18,0.33970214758981615
