year,n,win_rate,mean_ret,median_ret,p25,p75,mean_mae,mean_mfe
2015,16.0,0.25,-0.03366221655354209,-0.030200446499890232,-0.06781471082010485,-0.009344695890166205,-0.08213675048385864,0.07229383944248302
2016,56.0,0.6964285714285714,0.07360497061875379,0.03481791278920465,-0.00856349956210306,0.11356256702746748,-0.04827839507182521,0.1383814559127325
2017,218.0,0.7155963302752294,0.044279935621792985,0.03702889889558103,-0.008009838730932223,0.07941187001362554,-0.044635785603684246,0.09030883479686898
2018,460.0,0.6782608695652174,0.020780542782272572,0.02706250697284951,-0.018275439137197924,0.07341249553554807,-0.061955594594180395,0.07668588037450834
2019,192.0,0.640625,0.025886538233975787,0.016361266753366688,-0.02168520151489617,0.06349275067406235,-0.04910605408306379,0.0740898612348961
2020,602.0,0.5996677740863787,0.00406448643731284,0.021750132238905207,-0.04960925646138303,0.07378976050611913,-0.10001223762815561,0.09259518524082375
2021,845.0,0.621301775147929,0.03464814053767172,0.023809517843932593,-0.023203471944078458,0.08766452014043513,-0.05201929685571598,0.08902294152973578
2022,87.0,0.20689655172413793,-0.041156753414838265,-0.042215364715807446,-0.07493026206958453,-0.014311580031464988,-0.1271730550062492,0.043436935453478515
2023,292.0,0.6472602739726028,0.03402561943040571,0.03002607988396655,-0.024988300404797104,0.07934939417597714,-0.053195339821079254,0.09177852941768654
2024,582.0,0.6391752577319587,0.03022361932839982,0.02677200331267171,-0.02220323452503703,0.07846944508280995,-0.05748790485428223,0.08467227043300375
2025,397.0,0.5188916876574308,0.003323959694733974,0.0069707533785632325,-0.06134144834000588,0.061998159657804086,-0.08120080118237348,0.08215439130715774
