date,equity
2015-10-16,1.0
2015-10-19,1.0042358460207543
2015-10-20,1.0004188676463488
2015-10-21,0.9986230123344432
2015-10-22,1.0037875334766635
2015-10-23,1.0081424187167256
2015-10-26,1.0207543199572109
2015-10-27,1.0150444149724167
2015-10-28,1.0331441697932013
2015-10-29,1.0370094380568582
2015-10-30,1.05191812462702
2015-11-02,1.0767281143908476
2015-11-03,1.067405589669948
2015-11-04,1.0909729828804182
2015-11-05,1.0902033807243068
2015-11-06,1.1105842068849887
2015-11-09,1.1065315670950917
2015-11-10,1.10087476745321
2015-11-11,1.1122474188153562
2015-11-12,1.0938383075871645
2015-11-13,1.0820707787836608
2015-11-16,1.0962331463459851
2015-11-17,1.0969217015376405
2015-11-18,1.0921227931571502
2015-11-19,1.0984401930877001
2015-11-20,1.1280912630154072
2015-11-23,1.1244684210745188
2015-11-24,1.1575259707396457
2015-11-25,1.1619341980598132
2015-11-27,1.1645739518118807
2015-11-30,1.1645739518118807
2015-12-01,1.1684688439434376
2015-12-02,1.1624966818194538
2015-12-03,1.1474364189050528
2015-12-04,1.1589912693920286
2015-12-07,1.173791866623713
2015-12-08,1.1776867528121304
2015-12-09,1.1670407074515796
2015-12-10,1.1695869565011405
2015-12-11,1.1545262145424158
2015-12-14,1.1554192457961352
2015-12-15,1.1922869142477721
2015-12-16,1.1959622356977035
2015-12-17,1.1891634619211213
2015-12-18,1.1824656064441996
2015-12-21,1.1876740242114834
2015-12-22,1.2052156579051014
2015-12-23,1.2360126848372661
2015-12-24,1.234955499013673
2015-12-28,1.2224222747174869
2015-12-29,1.2306577632605027
2015-12-30,1.2173495717349683
2015-12-31,1.2165716334553291
2016-01-04,1.2146986974054974
2016-01-05,1.213146729806251
2016-01-06,1.1487497418426376
2016-01-07,1.1044473141069857
2016-01-08,1.0627334711108571
2016-01-11,1.1030977865505764
2016-01-12,1.1161461657383605
2016-01-13,1.077107869863664
2016-01-14,1.0706834873274396
2016-01-15,1.024854600490042
2016-01-19,1.0103235329959048
2016-01-20,0.975607068525753
2016-01-21,0.9748193410402842
2016-01-22,0.9864660063438558
2016-01-25,0.9738640316336893
2016-01-26,0.9739752918869176
2016-01-27,0.9620538716087006
2016-01-28,0.9521902081680789
2016-01-29,0.9607207375163924
2016-02-01,0.9676288389600819
2016-02-02,0.9317460620679929
2016-02-03,0.9359603704748001
2016-02-04,0.9417953406073493
2016-02-05,0.9089604674285133
2016-02-08,0.8671301016631985
2016-02-09,0.8730622609082929
2016-02-10,0.879777111198806
2016-02-11,0.8800452844378315
2016-02-12,0.8936864127313389
2016-02-16,0.9034858466217893
2016-02-17,0.9404713692386875
2016-02-18,0.927333556883517
2016-02-19,0.9291356372627222
2016-02-22,0.9448170381062958
2016-02-23,0.9383720243678304
2016-02-24,0.9361043238095512
2016-02-25,0.9771615101169204
2016-02-26,0.9771615101169204
2016-02-29,0.9771615101169204
2016-03-01,0.9771615101169204
2016-03-02,0.9771615101169204
2016-03-03,0.9771615101169204
2016-03-04,0.9771615101169204
2016-03-07,0.9771615101169204
2016-03-08,0.9771615101169204
2016-03-09,0.9771615101169204
2016-03-10,0.9771615101169204
2016-03-11,0.9771615101169204
2016-03-14,0.9771615101169204
2016-03-15,0.9771615101169204
2016-03-16,0.9771615101169204
2016-03-17,0.9771615101169204
2016-03-18,0.9771615101169204
2016-03-21,0.9771615101169204
2016-03-22,0.9771615101169204
2016-03-23,0.9771615101169204
2016-03-24,0.9771615101169204
2016-03-28,0.9771615101169204
2016-03-29,0.9771615101169204
2016-03-30,0.9771615101169204
2016-03-31,0.9771615101169204
2016-04-01,0.9771615101169204
2016-04-04,0.9771615101169204
2016-04-05,0.9771615101169204
2016-04-06,0.9771615101169204
2016-04-07,0.9771615101169204
2016-04-08,0.9814725084810332
2016-04-11,0.9796762545818798
2016-04-12,0.9961727072078147
2016-04-13,0.9936641905702732
2016-04-14,0.9775851287947643
2016-04-15,0.9690378876546154
2016-04-18,0.9848303548328744
2016-04-19,0.961148882590871
2016-04-20,0.9788518612101632
2016-04-21,0.9652086270223666
2016-04-22,1.2503455890463675
2016-04-25,1.1323245270419902
2016-04-26,1.1728596388138066
2016-04-27,1.1884070648041911
2016-04-28,1.1902178422279928
2016-04-29,1.180285506100402
2016-05-02,1.2247349792530684
2016-05-03,1.190533475722495
2016-05-04,1.192757496981481
2016-05-05,1.2048080038326447
2016-05-06,1.2107387500119933
2016-05-09,1.2097855938884254
2016-05-10,1.2097855938884254
2016-05-11,1.2097855938884254
2016-05-12,1.2097855938884254
2016-05-13,1.2097855938884254
2016-05-16,1.2097855938884254
2016-05-17,1.2097855938884254
2016-05-18,1.2097855938884254
2016-05-19,1.2097855938884254
2016-05-20,1.218758963862106
2016-05-23,1.2135185096107797
2016-05-24,1.2189743152423533
2016-05-25,1.2232097051043305
2016-05-26,1.2205536317227232
2016-05-27,1.220481829673002
2016-05-31,1.2196203693830956
2016-06-01,1.2169642960014886
2016-06-02,1.2163181870918296
2016-06-03,1.2186871618123845
2016-06-06,1.2626940035999725
2016-06-07,1.269574376585349
2016-06-08,1.2609739718682818
2016-06-09,1.2712944083170397
2016-06-10,1.2368929534878468
2016-06-13,1.250653535419524
2016-06-14,1.2471573580442468
2016-06-15,1.251625504955414
2016-06-16,1.305373423639029
2016-06-17,1.3963404385306575
2016-06-20,1.375157001206321
2016-06-21,1.4118345259109013
2016-06-22,1.3381690024413613
2016-06-23,1.3672209818426433
2016-06-24,1.3151150779619116
2016-06-27,1.2901979698080828
2016-06-28,1.343390827330338
2016-06-29,1.3668204963497796
2016-06-30,1.3814758124388369
2016-07-01,1.3696837994883375
2016-07-05,1.3380766761373168
2016-07-06,1.3403790625466732
2016-07-07,1.342513026840593
2016-07-08,1.365680394020992
2016-07-11,1.370524038837077
2016-07-12,1.39336918378012
2016-07-13,1.3915417249212738
2016-07-14,1.3882593408408543
2016-07-15,1.3882593408408543
2016-07-18,1.3882593408408543
2016-07-19,1.3882593408408543
2016-07-20,1.3949074235890682
2016-07-21,1.3826340800076142
2016-07-22,1.3819948300272582
2016-07-25,1.394628232043386
2016-07-26,1.4166210887750155
2016-07-27,1.4103362508638695
2016-07-28,1.4078177910317142
2016-07-29,1.4056187500212962
